Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
MNTN,MNTN Inc. Class A Common Stock,$13.05,-0.44,-3.262%,955563765.00,United States,2025,575135,Consumer Discretionary,Advertising
MO,Altria Group Inc.,$57.99,-0.35,-0.60%,97346163300.00,United States,,5744211,Health Care, Medicinal Chemicals and Botanical Products 
MOD,Modine Manufacturing Company Common Stock,$162.87,2.96,1.851%,8574872270.00,United States,,981142,Consumer Discretionary,Auto Parts:O.E.M.
MODG,Topgolf Callaway Brands Corp. Common Stock,$11.51,-0.30,-2.54%,2116500662.00,United States,,3035753,Consumer Discretionary,Recreational Games/Products/Toys
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),$2.65,-0.0354,-1.318%,21660149.00,,2018,3046,Real Estate,Real Estate
MOH,Molina Healthcare Inc Common Stock,$151.86,1.29,0.857%,7805604000.00,United States,2003,960802,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,$23.61,-0.49,-2.033%,7493999976.00,United States,,7298607,Industrials,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,$21.37,0.43,2.053%,473088077.00,United States,,244904,Consumer Discretionary,Consumer Specialties
MP,MP Materials Corp. Common Stock,$62.09,0.29,0.469%,11004240689.00,United States,2020,9230399,Basic Materials,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,$11.31,0.04,0.355%,0.00,United States,1992,25014,Finance,Finance Companies
MPC,Marathon Petroleum Corporation Common Stock,$190.53,0.38,0.20%,57273790324.00,United States,,1441753,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,$55.86,-0.02,-0.036%,56813259391.00,United States,2012,1161004,Energy,Natural Gas Distribution
MPV,Barings Participation Investors Common Stock,$19.5285,-0.1115,-0.568%,207035298.00,United States,1988,8739,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,$5.48,-0.13,-2.317%,3296220000.00,United States,2005,5001303,Real Estate,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,$8.71,0.16,1.871%,304841586.00,United States,2001,21869,Industrials,Marine Transportation
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,$10.07,0.07,0.70%,1498038083.00,United States,1992,90211,Finance,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,$11.44,-0.02,-0.175%,1701842668.00,United States,1992,200298,Finance,Investment Bankers/Brokers/Service
MRK,Merck & Company Inc. Common Stock (new),$99.72,-1.17,-1.16%,247507287290.00,United States,,16427720,Health Care,Biotechnology: Pharmaceutical Preparations
MRP,Millrose Properties Inc. Class A Common Stock,$31.71,0.19,0.603%,5263970890.00,United States,2025,2233763,Finance,Real Estate
MS,Morgan Stanley Common Stock,$176.51,1.62,0.926%,280528986485.00,United States,,4641621,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,$19.75,0.00,0.00%,,United States,,122648,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,$25.65,-0.04,-0.156%,,United States,,35461,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,$25.37,0.01,0.039%,,United States,,44351,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),$25.28,0.03,0.119%,,United States,,37964,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,$24.40,0.00,0.00%,,United States,,54233,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,$20.64,-0.045,-0.218%,,United States,,47601,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,$17.44,0.02,0.115%,,United States,,397148,,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,$25.80,0.11,0.428%,,United States,,61201,,
MS^Q,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.625% Non-Cumulative Preferred Stock Series Q,$26.28,0.00,0.00%,,United States,,24412,,
MSA,MSA Safety Incorporated Common Stock,$162.33,-0.88,-0.539%,6355554062.00,United States,2000,230186,Health Care,Industrial Specialties
MSB,Mesabi Trust Common Stock,$32.92,-0.65,-1.936%,431910729.00,United States,,22102,Industrials,Precious Metals
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,$3.36,-0.1234,-3.543%,708006146.00,,2018,1547,Consumer Discretionary,Hotels/Resorts
MSCI,MSCI Inc. Common Stock,$538.26,-2.59,-0.479%,40444608262.00,United States,,797553,Real Estate,Real Estate
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,$7.37,-0.03,-0.405%,0.00,United States,1993,69392,Finance,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,$17.54,0.02,0.114%,0.00,United States,2024,445452,,
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,$51.79,0.27,0.524%,2446130106.00,United States,2023,318396,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),$225.71,1.61,0.718%,5430448754.00,United States,2015,148108,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,$374.39,2.90,0.781%,62356525701.00,United States,,1934850,Technology,Radio And Television Broadcasting And Communications Equipment
MSIF,MSC Income Fund Inc. Common Stock,$14.01,-0.18,-1.268%,657219229.00,,2025,153661,Finance,Finance/Investors Services
MSM,MSC Industrial Direct Company Inc. Common Stock,$82.93,0.49,0.594%,4626677305.00,United States,1995,491373,Industrials,Industrial Machinery/Components
MT,Arcelor Mittal NY Registry Shares NEW,$42.26,-0.37,-0.868%,32478780246.00,Luxembourg,,897181,Industrials,Steel/Iron Ore
MTB,M&T Bank Corporation Common Stock,$195.11,-0.46,-0.235%,29986608281.00,United States,,757634,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,$24.77,0.07,0.283%,,United States,,32723,,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,$26.39,0.05,0.19%,,United States,,29512,,
MTB^K,M&T Bank Corporation Depositary Shares each representing a 1/400th interest in a share of Perpetual 6.350% Non-Cumulative Preferred Stock Series K,$25.19,0.00,0.00%,,United States,,74069,,
MTD,Mettler-Toledo International Inc. Common Stock,$1414.86,-7.95,-0.559%,28903389693.00,Switzerland,1997,103911,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,$45.22,0.59,1.322%,5619519788.00,United States,2012,1386933,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,$27.99,0.07,0.251%,6262510058.00,United States,1991,1486826,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,$72.23,-0.30,-0.414%,5085476447.00,United States,,590994,Consumer Discretionary,Homebuilding
MTN,Vail Resorts Inc. Common Stock,$144.36,2.91,2.057%,5190205107.00,United States,1997,679081,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTR,Mesa Royalty Trust Common Stock,$4.60,-0.05,-1.075%,8572514.00,United States,,1192,Energy,Oil & Gas Production
MTRN,Materion Corporation,$125.25,1.85,1.499%,2126478593.00,United States,,322478,Industrials,Industrial Specialties
MTUS,Metallus Inc. Common Shares,$17.40,0.09,0.52%,724689016.00,United States,2014,219345,Industrials,Steel/Iron Ore
MTW,Manitowoc Company Inc. (The) Common Stock,$12.27,0.14,1.154%,435228458.00,United States,,218334,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,$59.17,0.54,0.921%,1842217004.00,United States,1992,119528,Basic Materials,Major Chemicals
MTZ,MasTec Inc. Common Stock,$219.52,0.40,0.183%,17320332154.00,United States,,542884,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MUA,Blackrock MuniAssets Fund Inc Common Stock,$10.86,-0.19,-1.719%,1615560435.00,United States,1993,158276,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,$10.69,-0.01,-0.093%,1590270815.00,United States,1998,399558,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,$10.06,0.01,0.10%,1496550458.00,United States,,134541,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,$16.28,0.26,1.623%,196462333778.00,Japan,,2301621,Finance,Commercial Banks
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,$12.13,0.11,0.915%,1804488773.00,United States,1998,251668,Finance,Investment Bankers/Brokers/Service
MUR,Murphy Oil Corporation Common Stock,$32.75,0.25,0.769%,4674695995.00,United States,,1434500,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,$392.70,-5.30,-1.332%,7357017337.00,United States,2013,174712,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,McEwen Inc. Common Stock,$18.77,0.05,0.267%,1022598178.00,Canada,,966376,Basic Materials,Precious Metals
MVF,Blackrock MuniVest Fund Inc. Common Stock,$6.97,0.01,0.144%,1036874423.00,United States,1988,184724,Finance,Investment Bankers/Brokers/Service
MVO,MV Oil Trust Units of Beneficial Interests,$1.46,0.12,8.955%,16790000.00,United States,2007,568634,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,$10.72,-0.02,-0.186%,1594733689.00,United States,1993,60801,Finance,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,$24.57,-0.07,-0.284%,3841498861.00,United States,2006,1011819,Industrials,Metal Fabrications
MX,Magnachip Semiconductor Corporation Common Stock,$2.99,-0.01,-0.333%,107585651.00,Luxembourg,2011,559129,Technology,Semiconductors
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,$12.03,0.00,0.00%,0.00,United States,,35799,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,$19.54,-0.07,-0.357%,0.00,United States,,43136,Finance,Trusts Except Educational Religious and Charitable
MYD,Blackrock MuniYield Fund Inc.  Common Stock,$10.53,0.03,0.286%,1566468820.00,United States,1991,107918,Finance,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,$18.45,0.12,0.655%,690176032.00,United States,1983,424073,Industrials,Plastic Products
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,$11.07,0.01,0.09%,1646800554.00,United States,,159251,Finance,Investment Bankers/Brokers/Service
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,$10.18,0.00,0.00%,0.00,United States,1992,132655,Finance,Finance Companies
NABL,N-able Inc. Common Stock,$7.50,0.11,1.488%,1397472023.00,United States,2021,799436,Technology,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,$11.91,0.04,0.337%,0.00,United States,1999,457656,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,$12.16,-0.09,-0.735%,0.00,United States,1999,1025099,Finance,Investment Managers
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,$11.54,0.01,0.087%,3488724332.00,United States,1999,75985,Finance,Investment Managers
NAT,Nordic American Tankers Limited Common Stock,$3.74,0.00,0.00%,791947480.00,Bermuda,1995,3532641,Consumer Discretionary,Marine Transportation
NATL,NCR Atleos Corporation Common Stock,$36.90,-0.27,-0.726%,2727062618.00,United States,2023,315423,Miscellaneous,Office Equipment/Supplies/Services
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,$12.02,0.05,0.418%,0.00,United States,1992,15745,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,$16.165,0.005,0.031%,0.00,United States,2010,21385,Finance,Finance Companies
NBHC,National Bank Holdings Corporation Common Stock,$38.50,-0.11,-0.285%,1468084233.00,United States,2012,254362,Finance,Major Banks
NBR,Nabors Industries Ltd.,$58.42,1.51,2.653%,850663610.00,Bermuda,1951,456837,Energy,Oil & Gas Production
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,$15.01,0.09,0.603%,0.00,United States,2021,100484,Finance,Trusts Except Educational Religious and Charitable
NC,NACCO Industries Inc. Common Stock,$48.36,0.16,0.332%,360763424.00,United States,,6317,Energy,Coal Mining
NCA,Nuveen California Municipal Value Fund,$8.80,-0.07,-0.789%,0.00,United States,,126822,Finance,Investment Managers
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,$14.81,-0.01,-0.067%,731422433.00,United States,2024,112791,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,$18.92,0.12,0.638%,8613471692.00,United States,,12751869,Consumer Discretionary,Marine Transportation
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,$15.45,0.01,0.065%,1396271641.00,United States,2003,78629,Finance,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,$21.70,-0.01,-0.046%,,United States,,5289,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,$14.03,0.04,0.286%,1067903958.00,United States,2003,39756,Finance,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,$20.815,0.005,0.024%,,United States,,2424,,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,$10.36,-0.11,-1.051%,616059824.00,,2020,255118,Finance,Trusts Except Educational Religious and Charitable
NE,Noble Corporation plc A Ordinary Shares,$32.81,0.28,0.861%,5211760850.00,United States,2022,1326283,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,$11.67,0.04,0.344%,0.00,United States,2002,1158744,Finance,Finance/Investors Services
NEE,NextEra Energy Inc. Common Stock,$83.13,-0.26,-0.312%,173127343031.00,United States,,8193706,Technology,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,$23.80,-0.05,-0.21%,,United States,,51846,,
NEE^S,NextEra Energy Inc. 7.299% Corporate Units,$52.83,0.08,0.152%,,United States,,7112,,
NEE^T,NextEra Energy Inc. 7.234% Corporate Units,$49.70,0.15,0.303%,,United States,,70402,,
NEE^U,NextEra Energy Inc. Series U Junior Subordinated Debentures due June 1 2085,$25.30,0.08,0.317%,,United States,,126862,,
NEM,Newmont Corporation,$89.76,-0.96,-1.058%,97951765175.00,United States,,6492598,Basic Materials,Precious Metals
NET,Cloudflare Inc. Class A Common Stock,$200.95,-3.20,-1.567%,70389000107.00,United States,2019,1744437,Technology,Computer Software: Prepackaged Software
NEU,NewMarket Corp Common Stock,$766.42,3.25,0.426%,7202142243.00,United States,,133161,Industrials,Major Chemicals
NEXA,Nexa Resources S.A. Common Shares,$7.30,0.13,1.813%,966801860.00,Luxembourg,2017,385948,Basic Materials,Metal Mining
NFG,National Fuel Gas Company Common Stock,$81.79,-0.42,-0.511%,7392708809.00,United States,,478560,Utilities,Oil/Gas Transmission
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,$13.19,0.06,0.457%,0.00,United States,2005,300076,Finance,Finance: Consumer Services
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$75.41,-0.50,-0.659%,74830019956.00,United Kingdom,,433995,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,$9.77,-0.10,-1.013%,1228308854.00,United States,2011,145294,Utilities,Natural Gas Distribution
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,$23.85,0.07,0.294%,,United States,,129577,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,$24.1637,0.0337,0.14%,,United States,,4533,,
NGS,Natural Gas Services Group Inc. Common Stock,$32.18,-0.11,-0.341%,404467749.00,United States,2002,57460,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,$25.08,-1.32,-5.00%,575689054.00,United States,2012,311558,Consumer Staples,Food Chains
NGVT,Ingevity Corporation Common Stock ,$52.91,0.66,1.263%,1902856933.00,United States,2016,255109,Industrials,Major Chemicals
NHI,National Health Investors Inc. Common Stock,$78.41,-0.63,-0.797%,3735334942.00,United States,,135475,Real Estate,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,$42.00,0.11,0.263%,20042212218.00,United States,,2841117,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,$129.69,0.33,0.255%,1919271935.00,United States,2022,86084,Finance,Major Banks
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,$25.63,0.12,0.47%,710180773.00,United States,2007,57799,Finance,Investment Managers
